Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
De Song esch am 2. März 2007 veröffentlecht worde.,"Die CD-Single wurde am 2. März 2007 in Deutschland, Österreich und der Schweiz veröffentlicht.",3,The dialect sentence misses details,TRUE,
De Stil dät «in seriöse Leserchreis nöd grad verchaufsförderlich wirke.,"Der Stil sei manchmal „in der Aufmachung provokant, manchmal sogar reißerisch“.",3,Different details,FALSE,
"De stimmhafti uvulari Plosiv isch en Konsonant vo dr mänschliche Sprooch, wo sehr sälte isch.","Der stimmhafte uvulare Plosiv (ein stimmhafter, am Gaumenzäpfchen gebildeter Verschlusslaut) ist ein in nur wenigen Sprachen vorkommender oraler zentraler Konsonant.",3,The dialect sentence misses details,FALSE,
"De Sunegruez werd em Morge nochem Uufstoo oder bi Suneufgang zwölfmoll nochenand döregfüert, dient aber au zum Uufwärme vorere Yogastund.",Der Sonnengruß eignet sich gut zum Aufwärmen am Beginn einer Yogastunde bzw. als Aktivierungsübung am Morgen (der aufgehenden Sonne zugewandt).,3,Different details,FALSE,
"De Umbau vom Shoppi Tivoli, wo im 2010 isch abgschlosse worde, het öppe 280'000'000 Schwiizer Franke koscht.",Schliesslich wurde die Totalerneuerung des Tivoli mit einem Investitionsvolumen von über rund 280 Millionen Franken beschlossen.,3,Different details,FALSE,
De Winkel isch e Objekt i de Geometrie.,In der Geometrie sind zur Definition des Winkels als Objekt verschiedene Ansätze möglich.,3,n/a,FALSE,changes in meaning
"Deet hôt’r vo dr Stadt Stuegert a Ehragrab kriagt, wo mr heit noh ôôgucka kôô.","Er wurde in einem Ehrengrab auf dem Stuttgarter Pragfriedhof (vorderer Teil, vor dem Krematorium) begraben und ist heute weitgehend vergessen.",3,The dialect sentence misses details,TRUE,
Den isch är als Lehrer für Düütsch und Französisch ane Schuel uf Istanbul ggange.,"Von 1888 bis 1891 unterrichtete er Deutsch und Französisch am amerikanischen ""Robert College"" in Istanbul.",3,The dialect sentence misses details,FALSE,
Der Schwanz isch zwüsche 9 u 13 Zentimeter läng.,"Die Kopfrumpflänge beträgt 11 bis 15 Zentimeter, hinzu kommen 9 bis 13 Zentimeter Schwanz.",3,The dialect sentence misses details,FALSE,
Derno isch dr Wowereit Regierigsrot zur Aastellig bim Senator fir Inners z Berlin wore.,Von 1981 bis 1984 war Wowereit Regierungsrat beim damaligen Berliner Innensenator Heinrich Lummer (CDU).,3,Different details,FALSE,
Des Land trait nebad Bayern und Sachsen da Namenszusatz Freistaat.,"Seit 1993 trägt Thüringen wie Bayern und Sachsen offiziell den Namenszusatz ""Freistaat"", was aus den historischen Landesteilen begründet ist.",3,The dialect sentence misses details,FALSE,
Di ganzi Läitig füehrt vu Tavanasa am Vorderrhii bis i d Breiti bi Nüüresdorf.,Sie beginnt am zur Kraftwerke Vorderrhein gehörenden Kraftwerk Tavanasa/Obersaxen und endet im Unterwerk Breite bei Birchwil.,3,Different details,FALSE,
Di gsamt Hutu-Elite isch Mitti 1973 dot oder im Exil gsii.,"Rwagasores Nachfolger, darunter sowohl Hutu als auch Tutsi, wurden gestürzt oder ermordet.",3,Different details,TRUE,
Di verschiidene Filter werre uabhängig vunenonder uff jedi Bildzeil ogwendet; vilmol wählt s Onwendungsprogramm automatisch e Filterkombination us.,Zu jeder Bildzeile kann eine von 5 Filtermöglichkeiten bestimmt werden (siehe unten).,3,The dialect sentence adds details,FALSE,
"Di wichtigste Flüss sin de Rhii, d'Maas un d'Schelde.","Die wichtigsten Flüsse der Niederlande (""de grote rivieren"" – die großen Flüsse) sind Rhein, Maas und Schelde.",3,The dialect sentence misses details,FALSE,
"Dia gross Brugg ischt a modearni und i da Oschtschwiz ainzigartigi Schrägsoalbrugg, wo 1985 fyrlich iigwait wora ischt.",1985 wurde die Trambrücke durch eine damals einzigartige neuen Schrägseilbrücke über den Rhein ersetzt.,3,Different details,FALSE,meaning 2 or 3
"Die erschti Keilschrift, wo het chönne entzifferet wärde, isch die altpersischi gsi.","Der jüngste bekannte Keilschrifttext, eine astronomische Tabelle, stammt aus dem Jahr 75 n. Chr.",3,Different details,FALSE,
Die regiirende Ort hai sich nüm dörfe iimische; das het sich stark uf d Entwigglig vo de gemeine Herrschafte usgwirkt.,"Da die Glaubensfrage dem Mehrheitsprinzip unterstellt war, ereignete sich eine folgenreiche Entwicklung in den gemeinen Herrschaften.",3,Different details,FALSE,
"Diessehofe (amtlich ""Diessenhofen"") isch e politischi Gmaind im Bezirk Frauefèld im Kanton Thurgau, Schwiz.",Diessenhofen ist eine Kleinstadt und eine Gemeinde im Bezirk Frauenfeld des Kantons Thurgau in der Schweiz.,3,Different details,FALSE,
Doch scho bald hend di tütsche Ziitige Abstand vom Hesse gno und kai Artikel me vonem publiziert.,"Ab Mitte der 1930er Jahre wagte keine deutsche Zeitung mehr, Artikel von Hesse zu veröffentlichen.",3,Different details,TRUE,
"Dodermit cha des Medium em Uusdusch vu Informationen, Gedanken un Erfahrige diene un au fir Kommunikation zwische dr Lyt.",Das Mikroblog bildet ein Echtzeit-Medium zur Darstellung von Meinungen und Aspekten des eigenen Lebens.,3,Different details,FALSE,
Dr Birgermaischter vo Untrasried isch dr Alfred Wölfle.,Erster Bürgermeister ist seit Mai 1996 Alfred Wölfle.,3,Different details,FALSE,
Dr Birgermoeschter vo Buddabach ischt dr Roland Kempfle.,Erster Bürgermeister ist Roland Kempfle (Bürger reden mit/FWG Kemnat).,3,Different details,FALSE,
Dr Ggmeindspresident va Saniglaas ischt dr Paul Biffiger (Stant Oktober 2017).,"Gemeindepräsident ist Paul Biffiger (SVP, Stand 13. Januar 2017).",3,Different details,FALSE,minor factual inconsistency
"Dr Hauptort vo dr Provinz isch Sondrio, wo uf düütsch früener ""Sünders"" gheisse het.",Hauptort ist die Stadt Sondrio.,3,The dialect sentence misses details,FALSE,
Dr Hexameter isch än altgriechischs Värsmass us säaggs daktylische Värsfüess (Schema: — ‿ ‿ ).,"Der Hexameter (griechisch , ""hexámetron"", wörtlich „Sechs-Maß“) ist das klassische Versmaß der epischen Dichtung.",3,Different details,FALSE,
Dr höchscht Bärg am Südweschtrand vom Gmeindbann isch dr Mont Dolent mid 3820 Meter über em Meer.,"Im Südwesten der Gemeinde liegt der Mont Dolent, wo sich auf das Dreiländereck zwischen Frankreich, Italien und der Schweiz befindet.",3,Different details,FALSE,
Dr Mundartrock isch e Musigrichtig.,"Mundartrock als Sparte der Mundartmusik bezeichnet Rockmusik, gesungen in einem der verschiedenen Dialekte der deutschen Sprache.",3,The dialect sentence misses details,FALSE,
Dr Rubens isch riich und bekannt worde und het immer mee Schüeler überchoo.,"Rubens wurde schnell reich, hochgeehrt, und die Zahl seiner Schüler wuchs beständig.",3,Different details,TRUE,
Dr Rucktrìtt hàt dr Pàpscht Frànziskus àm 18. Àuigscht 2018 ààgnumma.,"Papst Franziskus nahm am 18. August 2018, wenige Tage vor Erreichen der Altersgrenze für Bischöfe, seinen Rücktritt an.",3,The dialect sentence misses details,FALSE,
Dr Selim isch e strängglöibige Sunnit gsi und het d Schiite in sim Riich afo verfolge.,Selim wird als frommer Muslim und als überaus ehrgeiziger Herrscher beschrieben.,3,Different details,FALSE,
Dr Tubak isch es sorteriichs Produkt uus dr Landwirtschaft.,"Tabak (veraltet Tobak) ist ein pflanzliches Produkt, das aus den Laubblättern von Pflanzen der Gattung Tabak (""Nicotiana"") hergestellt wird.",3,Different details,FALSE,
"Dr Uusländeraatail isch 2010 bi 24,4 % gläge.","Von den insgesamt 1318 Einwohnern der Gemeinde Salenstein im Jahr 2018 waren 361 bzw. 27,4 % ausländische Staatsbürger.",3,The dialect sentence misses details,TRUE,factual inconsistency
Dr Walter Courvoisier ischt am 7. Februar 1875 z Riehen uf d Welt komma.,Walter Courvoisier (* 7. Februar 1875 in Riehen; † 27. Dezember 1931 in Locarno) war ein Schweizer Komponist.,3,The dialect sentence misses details,FALSE,
Dr Wiherbscht 1678 wird vu Soldate gerubt.,"Die Weinlese 1678 wurde von Soldaten geraubt, 1679 lagen die Weinberge dann brach, weil der Ort weitgehend verlassen war.",3,The dialect sentence misses details,FALSE,
Dr Wiiss Nil fliesst dur d Region und bildet s Sumpfland Sudd.,"Der Weiße Nil durchfließt die Region und bildet mit dem Sudd, je nach Jahreszeit, eine der größten Sumpflandschaften weltweit.",3,The dialect sentence misses details,FALSE,
Dreiht esch z Neuseeland worde.,Die Filme wurden zusammen in Neuseeland gedreht und von New Line Cinema produziert und auch durch deutsche Medienfonds mitfinanziert.,3,The dialect sentence misses details,TRUE,
Ds Dorf befindet sich im Waalchreis Sarganserland.,"Sie liegt am Ostufer des Walensees im Wahlkreis Sarganserland und umfasst die vier Ortsgemeinden Walenstadt, Tscherlach, Berschis und Walenstadtberg.",3,The dialect sentence misses details,FALSE,
Durch d Bsetzig vo Pole am 1. Septämber 1939 isch de Zweit Wältchrieg usbroche.,Der vom NS-Staat 1939 begonnene Zweite Weltkrieg endete 1945 mit der Niederlage der Achsenmächte.,3,Different details,FALSE,
"Durch-en glicklicha Zuafall schaffet-se’s schliaßlich abr doch noh, da Grover zo ibrfihra.",Schließlich überführen sie Mr. Grover und bringen ihn hinter Gitter.,3,Different details,FALSE,
Durs Dorf und grad do über der Doubs goot d Hauptstrooss D 461 vo Le Locle uf Pontarlier und Bisanz.,"Sie liegt an der Hauptstraße D 461, die von Besançon via Morteau nach La Chaux-de-Fonds führt.",3,Different details,FALSE,Bisanz = Besançon
E baar byzantischi Schriftsteller hän vo de albanische Sproch berichtet.,"Von Albanern als Bevölkerungsgruppe und Sprechern dieser Sprache berichteten erstmals byzantinische Schriftsteller im 11. Jahrhundert, wie Anna Komnena.",3,The dialect sentence misses details,FALSE,
"E wichdigi Alternatiive si Brostaglandin, wo mä lokaal aawändet und wo mäistens wirksam si.","Eine wichtige Alternative ist lokal angewandtes Alprostadil, das injiziert oder in die Harnröhre eingebracht werden muss.",3,Different details,FALSE,"Alprostadil is part of
Brostaglandin"
"Eelséngen ìsch zem erschte Mol gnannt worre ànne 1341 àls ""Elcanges"".","Der Ort wurde 1341 erstmals als ""Elcanges"" erwähnt und gehört seit 1661 zu Frankreich.",3,Different details,TRUE,
Em Jôhr 1981 hôt dr Gaedt – zamma mit seine Schuelkamrada Ernst Mantel ond Michael Schulig – a Kómedigrubbe grendet.,Diese gründete er 1981 gemeinsam mit seinen Schulfreunden Ernst Mantel und Michael Schulig.,3,The dialect sentence adds details,TRUE,
"Er het an de Jesuite-Schuele Clongowes und Belvedere gleert, und denn am University College Dublin studiert.",1893 erhielt Joyce einen Platz an dem von den Jesuiten betriebenen Belvedere College in Dublin.,3,Different details,FALSE,
Er isch am 17. Novembèr 1869 eröffnet worrè.,Am 17. November 1869 wurde der Suezkanal mit einer Länge von 164 km eröffnet.,3,The dialect sentence misses details,TRUE,
Es isch dr bedütendsti Fund in dr Schwiz us dr Latène-Zit.,Der Goldschatz von Erstfeld gilt als der bedeutendste Schweizer Fund aus der Latènezeit (LTB).,3,The dialect sentence misses details,FALSE,
Es isch öbbe 1100 Kilometer lang und goot vo Westnordwest noch Ostsüdost.,"Der ""Große Kaukasus"" ist über 1100 Kilometer lang, bis 180 Kilometer breit und vielfach gegliedert.",3,Different details,FALSE,
"Es Zytli het dr Neeser im ussland gläbt, öppe z London, z Paris und z Berlin.","Er unternahm zwischendurch längere Auslandsaufenthalte in London, Paris, Berlin, Plogoff und Lissabon.",3,The dialect sentence misses details,FALSE,
"Esch-Sauer (dt. ""Esch an der Sauer"", frz. ""Esch-sur-Sûre"") isch aini vu dr 105 Gmaine z Luxeburg.","Esch-Sauer ( auch ""Esch am Lach"", ) ist eine Gemeinde im Großherzogtum Luxemburg und gehört zum Kanton Wiltz.",3,Different details,FALSE,
"Friddinga (amtlich ""Fridingen an der Donau"") ischt a Stadt em Landkroes Duttlinga en Bade-Wirttebärg.",Fridingen an der Donau ist eine kleine Stadt im Osten des baden-württembergischen Landkreises Tuttlingen in Deutschland.,3,Different details,FALSE,dialect misses details
Giswil zelld 3514 Iwooner (31. Dezämber 2009) und hed ä Flechi vo 86 km².,Mit einer Fläche von knapp 86 km² ist Giswil gleich gross wie die Stadt Zürich.,3,Different details,FALSE,
"Gschriiba hôt dean Song d Karlsruher Rockbänd „NTS“, wo dômôls kurz vôr ihrem Durchbruch gschdanda ischt.","Das Titellied ""Ich und Du"" ist von NTS, die damals kurz vor ihrem Durchbruch standen.",3,Different details,TRUE,
Guntersch isch e Gmäind vom Kanton Graubünde.,"Conters im Prättigau (im höchstalemannischen Ortsdialekt ""Cuntersch,"" ) ist eine politische Gemeinde in der Region Prättigau/Davos des Schweizer Kantons Graubünden.",3,The dialect sentence misses details,FALSE,
"Hagni isch zum erschte Mal gnennt worde im Jahr 1353 aus ""Hagneg"".",Der Ortsname ist 1425 als Hagenegg erstmals sicher belegt.,3,Major factual inconsistency,TRUE,
Hütt verarbeitet d Swissmill öppe 200'000 Donne Choorn pro Joor zu Määl und Griess.,"Swissmill vermahlt jährlich über 200'000 Tonnen Getreide, davon 90 % aus Schweizer Anbau, zu über 100 Sorten Mehle und Griesse.",3,The dialect sentence misses details,FALSE,
I de nordische Mythologi isch Midgard aini vo de nüü Welte und de Wonort vo de Mensche.,"In der eddischen Literatur ist somit Miðgarðr nicht nur die Welt der Menschen, sondern auch die der Götter.",3,Different details,FALSE,eddisch is part of nordisch
"Iire Name isch Wilhelmine Gasser, aber me het ere zum Vorname nume «Helmi» gseit.",Wilhelmine «Helmi» Gasser (* 8. Juni 1928 in Luzern; † 13. Dezember 2015 in Basel) war eine Schweizer Kunsthistorikerin und Autorin.,3,Different details,FALSE,
"Im Allgmeine erreiche d'Gipfel in dr Alpe numme Höchene vu 1,8 bis 2,4 km.","Im Allgemeinen erreichen die Gipfel in den Mondalpen nur Höhen von 1,8 bis 2,4 km.",3,The dialect sentence misses details,FALSE,"used synonym 
may cause great 
change in meaning"
Im Breker si Usdrucksform isch as richdigwiisend für dr „nöi dütsch Stil“ proklamiert worde.,"So wurde Brekers Ausdrucksform als „gestaltete Gesinnung, formgewordene Weltanschauung“, als richtungweisend für den ""neuen deutschen Stil"" proklamiert.",3,The dialect sentence misses details,TRUE,
Im Fach Gschicht – für das isch er ja hauptsächli aagstellt gsy – isch er uf gueti Räsonanz gstoosse.,"Im Fach Geschichte, das den grössten Teil seines Lehrerpensums ausmachte, erhielt Wintelers Unterricht viel Anerkennung.",3,Different details,TRUE,
Im Jahr 2010 het BASF 18 % vom Umsatz mit Chemikalien usegwirtschaftet.,"Im Jahr 2021 erzielte die BASF 17 % ihres Umsatzes (13,6 Milliarden Euro) mit Chemikalien (Segment ""Chemicals"").",3,Major factual inconsistency,FALSE,"dialect sentence
misses details"
Ìm Johr 1661 ìsch d Gmein züe Frànkrich kumme.,"Im Mittelalter gehörte er dem Kloster Weißenbourg, im Dreißigjährigen Krieg wurde er zerstört und seit 1661 gehört er zu Frankreich.",3,The dialect sentence misses details,TRUE,
Ìm Johr 1795 ìsch d Region vu Schirmeck vum Unterelsàss zum Département Vosges kumma.,"Im Jahr 1795 kam die Region von Schirmeck, vorher Teil des Départements Bas-Rhin, hinzu.",3,Different details,TRUE,Unterelsass = Bas-Rhin
Im Joor 1896 isch si zämegheit.,Diese Brücke stürzte aufgrund architektonischer Fehleinschätzungen 1896 ein.,3,The dialect sentence misses details,FALSE,
In andri Sprooche wird d Definitheit nit direkt ussdruggt.,In anderen Sprachen wiederum wird Determination über die Flexion gesteuert.,3,Different details,FALSE,
In C gschribeni Programm werded rächt schnell usgfüert und bruched wenig Systemressource.,Konzeptionell ist C auf eine einfache Kompilierbarkeit der Quelltexte und für den schnellen Ablauf des Programmcodes ausgelegt.,3,Different details,FALSE,
"In dr Berächebarkeitstheorii sait men von ere Funktion si siig berächebar, wenn es en Algorithmus git, wo die Funktion berächnet.","Eine Funktion heißt ""berechenbar"", wenn es einen Algorithmus gibt, der sie berechnet.",3,The dialect sentence adds details,FALSE,
"Je nach Bibelusgab enthaltet der biblisch Kanon 66 Büecher, gschribe vo unterschidleche Autore.",Ohne die sieben deuterokanonischen Bücher umfasst die Bibel 66 Bücher mit 1189 Kapiteln und mehr als 31.150 Versen.,3,The dialect sentence misses details,FALSE,
Jetzt endlich kô au em Adolar sei vrstorbena Schwester Ruah en ihrem Grab fenda.,"Adolar glaubt, dass seine verstorbene Schwester durch Euryanthes schuldloses Leiden und ihre Opferbereitschaft nun endlich ihre Ruhe gefunden habe.",3,The dialect sentence misses details,FALSE,
"Konstem (dt. ""Consthum"", frz. ""Consthum"") isch e ehmolig Gmai z Luxeburg.","Consthum (lux.: ""Konstem"") ist eine Ortschaft der luxemburgischen Gemeinde Parc Hosingen.",3,Different details,FALSE,factual inconsistency
"Langiswiu isch zum erschte Mal gnennt worde im Jahr 1277 aus ""Landoloswile"" (1374 ""Landeswile"", 1380 ""Landiswil"", 1550 ""Langiswil"").","Später erschienen die Bezeichnungen ""Landeswile"" (1374), ""Landiswil"" (1380) und ""Langiswil"" (1550).",3,Different details,FALSE,
"Le Pâquier NE isch zum erschte Mol gnännt wore anne 1328 as ""Pasquier"".","Die erste urkundliche Erwähnung des Dorfes erfolgte 1328 unter dem Namen ""Pasquier"", der vom spätlateinischen ""pasquerium"" (""Weideplatz"", ""Weidegebiet"") abgeleitet wird.",3,The dialect sentence misses details,TRUE,
Lostallo isch e Gmaind vom Kanton Graubünde.,Lostallo ist eine politische Gemeinde in der Region Moesa des Kantons Graubünden in der Schweiz.,3,The dialect sentence misses details,FALSE,
"Lucelle JU, uf Dütsch ""Lützel"", isch en Wiler wo zu de Gmeind Pleigne ghört.","Lucelle (dt.: ""Lützel"") ist ein Teilort der Schweizer Gemeinde Pleigne (Kanton Jura).",3,Different details,FALSE,
